,product_view_sessions,viewed_but_not_cart,cart_abandonments,cart_to_purchase_sessions,view_to_purchase_sessions,viewed_but_not_cart_percentage,cart_abandonment_percentage,cart_to_purchase_percentage,view_to_purchase_percentage
0,65464,42112,22243,5468,4731,64.32848588537212,80.26776370394428,19.73223629605572,7.2268727850421595
