,product_category,product_price,total_sessions,product_view_sessions,add_to_cart_sessions,purchase_sessions,view_to_cart_percentage,cart_to_purchase_percentage,view_to_purchase_percentage,avg_view_to_cart_sec,avg_cart_to_purchase_sec
1499,Office,8990000,22,0,0,56,,,,,
1500,Office,9600000,4,0,0,8,,,,,
1501,Office,9990000,34,0,0,74,,,,,
1502,Office,10070000,14,0,0,32,,,,,
1503,Office,10990000,31,0,0,62,,,,,
1504,Office,11190000,7,0,0,14,,,,,
1505,Office,11990000,31,0,0,66,,,,,
1506,Office,12000000,7,0,0,14,,,,,
1507,Office,12590000,5,0,0,10,,,,,
1508,Office,13990000,5,0,0,10,,,,,
1509,Office,14390000,4,0,0,8,,,,,
1510,Office,14990000,17,0,0,42,,,,,
1511,Office,15990000,7,0,0,16,,,,,
1512,Office,16230000,7,0,0,14,,,,,
1513,Office,17990000,6,0,0,12,,,,,
1514,Office,18990000,1,0,0,10,,,,,
1515,Office,19190000,1,0,0,2,,,,,
1516,Office,19990000,8,0,0,16,,,,,
1517,Office,20290000,7,0,0,14,,,,,
1518,Office,22390000,6,0,0,12,,,,,
1519,Office,23990000,1,0,0,2,,,,,
1520,Office,26390000,5,0,0,14,,,,,
1521,Office,27990000,5,0,0,10,,,,,
1522,Office,28990000,5,0,0,10,,,,,
1523,Office,31990000,2,0,0,4,,,,,
1524,Office,32000000,9,0,0,18,,,,,
1525,Office,32990000,5,0,0,10,,,,,
1526,Office,39990000,7,0,0,14,,,,,
1527,Office,44990000,3,0,0,6,,,,,
1528,Office,63990000,7,0,0,18,,,,,
1529,Office,79990000,5,0,0,10,,,,,
1530,Tumblers/,24990000,1,2,0,0,0.0,,0.0,,
1531,Waze,1590000,18,0,0,48,,,,,
1532,Waze,1990000,39,0,0,94,,,,,
1533,Waze,2390000,12,0,0,24,,,,,
1534,Waze,2990000,19,0,0,38,,,,,
1535,Waze,5590000,12,0,0,24,,,,,
1536,Waze,6990000,48,0,0,98,,,,,
1537,Waze,7190000,15,0,0,30,,,,,
1538,Waze,8990000,12,0,0,26,,,,,
1539,Waze,15190000,14,0,0,32,,,,,
1540,Waze,18990000,14,0,0,32,,,,,
1541,Wearables/Men's T-Shirts/,16990000,30,55,10,0,18.18,0.0,0.0,28.25,1612.0
1542,Wearables/Men's T-Shirts/,18990000,12,18,2,0,11.11,0.0,0.0,161.0,
1543,Wearables/Men's T-Shirts/,19990000,8,14,1,0,7.14,0.0,0.0,,
1544,Wearables/Men's T-Shirts/,24990000,4,8,0,0,0.0,,0.0,101.0,
